date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
30-Jul-18	03:22:26	7348559	Connie Lewis	"4173 Rodriguez Burgs Suite 035
Williamsbury, PR 35060"	(822)402-0305	Charcoal Fabric 	Loved it till someone stoled it. Can't afford to replace it yet but I am going too.	5	1
31-Jul-18	10:00:21	1926538	Nicholas Jackson	"USCGC Brown
FPO AE 58261"	(431)315-3735	Configuration: Fire TV Stick	 	4	1
30-Jul-18	22:17:25	7951568	Tina Edwards	"201 Lewis Knoll Apt. 495
Millerburgh, LA 93842"	9444507248	Black  Dot	I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.	3	1
30-Jul-18	13:17:54	1512659	Matthew Gordon	"5944 Katherine Rue
South Davidmouth, TN 16167"	4882689971	Charcoal Fabric 	It's Alexa.... what else can you say	5	1
30-Jul-18	23:54:36	6692632	Robert Carpenter	"67660 Diaz Wall
New Laurahaven, RI 38194"	(213)950-9692	White  Dot	Great product	5	1
28-Jul-18	22:27:14	7127681	Christopher Lewis	"98380 Robert Rest Suite 922
Rebeccaberg, OH 85068"	426-465-7384	White  Spot	Very helpful with daily activities	4	1
5-Jul-18	15:21:45	184494	Jaime Henry	"1893 Alexandria Junctions
South Amy, PW 05445"	819-305-2990	Black	Exactly like new, can tell the difference from my new dot I got prior to this one, works perfectly. LOVE Alexa	5	1
31-Jul-18	22:27:11	6948592	Kent Moore	"896 Parker Dam Apt. 010
West Marvinhaven, NV 02765"	544-376-3628	Configuration: Fire TV Stick	 	5	1
29-Jul-18	08:32:47	1036256	Sonia Rodriguez	"81717 Sophia Rapid Suite 286
Lake Melissa, MO 11043"	775-931-9870	Sandstone Fabric 	Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!	5	1
29-Jul-18	22:58:23	5737529	Cathy Mcdowell	"45794 Cruz Way
Huynhview, AR 84063"	(606)456-3975	Black  Plus	As advertised.  Connected my smart bulbs with no problems.	5	1
30-Jul-18	06:45:42	453871	Eddie Rodriguez	"6430 Johnston Vista Suite 548
Clarkmouth, SC 70963"	2559236259	Black  Dot	Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. 😂 Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.	4	1
29-Jul-18	02:33:26	7989194	Tammy Evans	"166 Cox Haven Apt. 591
Lake Walter, AS 61580"	(901)791-3839	Charcoal Fabric 	I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.	5	1
30-Jul-18	02:53:29	4301601	Anthony Fox	"786 Jordan Spurs
West Sharon, IL 93337"	7145590757	Black  Dot	Cool little speaker..I love her alarms and connected it to my speakers and it sounds great!!	5	1
30-Jul-18	06:20:18	1302743	Tiffany Stevens	"015 Richards Point
Parkerton, PR 66429"	8837236046	Black  Dot	I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.	5	1
30-Jul-18	21:49:08	2248442	Cory Rich	"523 Gonzalez Fork
Port Colleen, MP 87376"	(400)890-6506	White  Dot	Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!	5	1
30-Jul-18	00:07:16	6167728	Melissa Green	"USCGC Lewis
FPO AP 56787"	(785)592-7943	Configuration: Fire TV Stick	The first stick is a solid, entry level, device and does what it's supposed to do.	5	1
30-Jul-18	03:27:23	6033262	William Anderson	"USNS Johnson
FPO AE 23239"	(386)885-8008	White  Dot	The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.	1	0
19-Jul-18	07:56:49	5726145	Samantha Buckley	"61694 Natasha Route
West Victorton, MA 19391"	(463)229-6343	Black  Spot	Works as described.  A+++++	5	1
30-Jul-18	16:47:01	4820029	Yolanda Ho	"35140 Armstrong Pine
Johnview, ND 95221"	(347)557-9330	Black  Dot	Love this thing works great and kids love it to	5	1
25-Jul-18	17:36:53	3581485	Sally Hudson MD	"6227 Castillo Motorway Suite 555
Normaburgh, NV 32760"	3102542710	White  Plus	I love my Echo Plus and have cousins from Italy here visiting and they love it.  I want to give them each one, however will it work for them in Italy. someone please answer my question ASAP.	5	1
26-Jul-18	01:02:59	6993690	Brenda Hendricks	"Unit 9945 Box 6307
DPO AA 19901"	4108181253	Black  Plus	Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.	5	1
28-Jun-18	21:13:19	749727	Christine Carter	"031 Jacob Springs
New Danielle, ME 58778"	(260)243-2925	Black	Does not work all the time	1	0
30-Jul-18	04:46:44	4058163	Jason Farley	"6883 Allen Courts
Lake Tyler, WY 00547"	951-359-6937	Black  Spot	Love that is can do so much! It sits on my nightstand! Only improvements I would make is having battery back up capability and the screen could be a tad bigger. But overall I’m happy I have it! Would recommend!	5	1
18-Jul-18	07:58:45	4295631	Mary Moody	"1881 Hanson Causeway Apt. 896
Heathermouth, KY 76854"	(351)372-2614	White  Spot	Got it and, as expected, ITS GREAT! Almost a swell as my SHOW.	5	1
30-Jul-18	04:37:02	7376282	Kristen Hayes	"386 Laura Spur
Marshallborough, SD 65534"	7817494741	Configuration: Fire TV Stick	Super good!	5	1
23-Jul-18	01:57:37	4824996	Dale Montoya	"58937 Patricia Streets Apt. 381
Thompsonhaven, KS 40254"	9278992067	White  Spot	Awesome item that I had to buy two!	5	1
24-Jul-18	02:47:11	622378	Norma Stevens	"0805 Rebekah Mountain
South Barbara, HI 75331"	665-593-5218	Black	Almost like having Star Trek in your home!  Fun to try and outsmart !	5	1
30-Jul-18	23:49:29	7708501	Luis Kim	"PSC 3663, Box 8855
APO AE 52126"	4026335846	Configuration: Fire TV Stick	I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.	2	0
30-Jul-18	04:53:02	8415186	Brian Maxwell	"7012 Garner Mountain
Anthonyhaven, ND 95298"	(758)373-1241	Black  Dot	Some times Alexa is a little &#34;thick&#34;, but mostly good!	4	1
30-Jul-18	00:46:54	3575973	Martin Dodson	"18790 Payne Isle Apt. 855
Port Alexanderhaven, MA 00995"	(698)225-4480	Black  Dot	I enjoy it. Still discovering new uses.	5	1
29-Jul-18	12:53:42	4728334	Erin Frey	"650 Woods Knoll Apt. 985
Port Timothy, PR 47447"	5726757585	Heather Gray Fabric 	I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!	5	1
30-Jul-18	20:03:34	5850863	James Ray	"98686 Christina Path
Victortown, VT 48474"	945-818-0456	White  Spot	Echo Spot works well except it does not work with the Ring doorbell as it states on the website. Since they were sold as a pair I thought that it would be app ready.  Unfortunately that is not case.  Perhaps Ring will update so that they can be integrated.	4	1
30-Jul-18	20:46:57	1096987	Sherry Robles	"1365 Paula Street
Hallshire, FM 35507"	(830)516-6302	White  Dot	I love it!!	5	1
29-Jul-18	23:11:54	7170726	Paul Miller	"60135 Morrow Corners
West Calebtown, AZ 73903"	753-235-4638	Charcoal Fabric 	We really only use this as a speaker to stream music. We’ve had it 7 months and it’s just kinda useless.	4	1
19-Jul-18	11:55:18	6751489	Christopher Barrett	"5589 Jeffrey Canyon Suite 880
North Tiffany, DE 53586"	810-930-1142	Black  Spot	The Echo Spot has really helped me to streamline my day and be more efficient! It reminds me of any appointments, warns me about traffic snarls, and tells me the weather every day while suggesting new music and introducing me to new artists.	5	1
30-Jul-18	04:33:01	5118267	Amy Johnson	"242 Cabrera Summit
Ruthland, AK 92155"	4318610826	Configuration: Fire TV Stick	Awesome product	5	1
30-Jul-18	03:29:49	2564357	Shelly Parrish	"7056 Olson Route
South Annshire, GU 56147"	(970)543-0217	White  Dot	I love it.	5	1
30-Jul-18	07:14:54	5380142	Antonio Martin	"95820 Haynes Harbor
West Stephanieshire, ID 42437"	310-756-6107	Black  Spot	Overall it's great and I like that I can see lyrics and the time and  date. However, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. Resetting resolves the problem.	4	1
30-Jul-18	02:07:10	8627148	Brent Wong	"5333 Cruz Camp Apt. 320
New Loriborough, NE 31472"	(693)851-8012	Black  Spot	Love my Echo Spot!	5	1
7-Jun-18	02:43:00	1034352	William Rivera	"05427 Andrews Squares Apt. 120
Normahaven, OK 96094"	975-594-4468	Black	Works great to control the TV lights and various other devices. Lately I've been using it when i wake up and don't know what time it is but don't want to open my eyes. Just shout out &#34;Alexa, What time is it?&#34; if i could just figure out how to get it to do house hold chores and walk the dogs it'd be golden! sound is not that great but with its size what can you expect. The Echo Plus has much better audio but that is what you get with the larger more expensive Echo.	4	1
29-Jul-18	20:10:43	7554261	Nicholas Nelson	"8497 King Cliffs
South Dylanport, GU 92687"	(514)706-9548	White  Show	Our family bought several of these to help communicate with older parents and grandparents who need simpler devices than a full-fledged tablet.  What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio books, etc. However, once we have them setup, we discovered the huge lurking negative.  Amazon forces you to view continous spam on the home screen promoting all their Alexa features.  You can turn off many other things in settins, but you cannot turn off &#34;Things to Try&#34;.  Instead of a beautiful digital photo screen with weather and time ... we now constantly have a spam ad across the home screen that says, &#34;Try ......&#34;.  AMAZON, please listen to your customers and offer a setting to turn off this SPAM!	1	0
30-Jul-18	06:34:24	6367943	Sophia Stewart	"5769 Amber Run Suite 745
Port Nancy, MA 39518"	389-577-7169	Heather Gray Fabric 	Very cool product. Speaker sounds good with my Spotify blasting through it.	5	1
30-Jul-18	22:55:12	1844245	Russell Anderson	"674 Paul Forges Apt. 857
Gregorybury, MS 67176"	348-460-6722	White  Dot	I like almost everything	4	1
29-Jul-18	15:15:02	311957	Michelle Graham	"31611 Julie Mountain
South Derekhaven, GU 48289"	667-588-1768	White  Plus	Home entertainment.	5	1
30-Jul-18	06:24:02	8418713	Mark Nixon	"4822 Michael Pike
New Nicholasfurt, WV 19664"	7949168948	Configuration: Fire TV Stick	I love that you can watch Bob Dylan’s movies	5	1
12-Jun-18	17:18:12	2577906	Kenneth Campbell	"19854 Gonzalez Hills Suite 574
West Karen, NV 76248"	4529600913	Black	I like my uncle. But sometime it goes a little Haywire	3	1
30-Jul-18	02:41:41	8233018	Alan Rogers	"536 Barbara Port Apt. 274
Johnberg, IA 39801"	(827)614-9486	Black  Dot	I have a friend now.	5	1
30-Jul-18	04:06:24	4957197	Madison Gray	"171 Carson Curve
Rojasville, OK 23087"	4986042724	Sandstone Fabric 	awesome.understands my kids	5	1
30-Jul-18	00:46:19	4213656	Glenda Levy	"93451 Palmer Alley
South Andrew, OH 96267"	(242)842-4171	Black  Dot	Works great and easy to set up!	5	1
30-Jul-18	09:38:40	7102683	Christopher Cooper	"45471 Theresa Prairie
East Karina, CO 23443"	735-391-1191	Black  Dot	Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.	5	1
31-Jul-18	10:16:21	5568663	David Hopkins	"377 Lisa Falls Apt. 270
Michaelstad, TN 28833"	(795)206-0762	Configuration: Fire TV Stick	I don't know why I held out on getting this for so long.	5	1
28-Jul-18	08:55:20	2212246	Mackenzie Baker	"1350 Gary Overpass Suite 095
Mckeeside, GU 72699"	(374)572-3618	Black  Show	really like it,	5	1
30-Jul-18	10:19:59	2641175	Leah Cox	"51811 Larry Common Suite 073
New Kaitlin, OR 39996"	(868)645-8046	Black  Dot	Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.	3	1
30-Jul-18	03:13:43	2071626	Patrick Dunn	"2514 Clinton Lights Suite 230
Mariefurt, IL 36842"	4925078595	Configuration: Fire TV Stick	This was a Prime Day purchase. I'm still learning my way around it. So far, so good. The addition of Alexa is nice.	4	1
30-Jul-18	15:30:30	8270844	Tracey Zimmerman	"465 Jose Mountain
Meredithtown, MI 79238"	669-709-3876	Black  Dot	Echo Dot and related devices are the best thing to come in a long time.	5	1
30-Jul-18	04:09:35	6445928	Ralph Walker	"760 Lisa Motorway Suite 579
Bartonmouth, OH 70285"	6683231189	Black  Dot	Gave as a gift - they loved it.	4	1
30-Jul-18	19:05:37	4623017	Mr. Sean Burke	"579 William Meadow Suite 378
Port Chelseafort, SD 08000"	4904512990	Black  Dot	Cool little speaker..I love her alarms and connected it to my speakers and it sounds great!!	5	1
29-Jul-18	13:16:19	4673210	James Williams	"USNS Anderson
FPO AP 51133"	901-619-3989	Charcoal Fabric 	Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.	5	1
